timestamp,location,sensor,value
2024-01-09T14:32:00.000Z,zone-d,humidity,35.6
2024-01-09T14:40:00.000Z,zone-d,light,624.6
2024-01-09T16:53:00.000Z,zone-a,light,443.9
2024-01-09T17:38:00.000Z,zone-a,temperature,24.1
2024-01-09T23:01:00.000Z,zone-a,temperature,34.5
2024-01-10T02:52:00.000Z,zone-d,humidity,35.1
2024-01-10T03:05:00.000Z,zone-b,light,748.7
2024-01-10T03:28:00.000Z,zone-a,humidity,50.2
2024-01-10T04:04:00.000Z,zone-c,humidity,54.3
2024-01-10T05:01:00.000Z,zone-d,light,352.9
2024-01-10T06:11:00.000Z,zone-c,temperature,30.9
2024-01-10T06:25:00.000Z,zone-d,pressure,996.3
2024-01-10T11:45:00.000Z,zone-b,pressure,1007.5
2024-01-10T15:25:00.000Z,zone-a,light,540.6
2024-01-10T15:27:00.000Z,zone-b,humidity,70
2024-01-10T15:35:00.000Z,zone-c,pressure,1006.2
2024-01-10T17:15:00.000Z,zone-b,temperature,34.3
2024-01-10T17:17:00.000Z,zone-a,pressure,1017
2024-01-10T18:15:00.000Z,zone-c,light,545.8
2024-01-10T18:18:00.000Z,zone-d,temperature,23.1
2024-01-10T19:46:00.000Z,zone-a,pressure,990.7
2024-01-10T19:46:00.000Z,zone-a,light,468.4
2024-01-10T22:21:00.000Z,zone-b,humidity,61
2024-01-10T23:46:00.000Z,zone-c,pressure,999.6
2024-01-11T02:07:00.000Z,zone-c,humidity,64.9
2024-01-11T04:46:00.000Z,zone-b,light,543.3
2024-01-11T05:51:00.000Z,zone-a,humidity,39.2
2024-01-11T07:06:00.000Z,zone-c,temperature,19.6
2024-01-11T07:09:00.000Z,zone-b,temperature,30.1
2024-01-11T09:51:00.000Z,zone-d,pressure,1012.8
2024-01-11T13:09:00.000Z,zone-d,light,409.1
2024-01-11T14:39:00.000Z,zone-c,light,575.6
2024-01-11T15:00:00.000Z,zone-d,temperature,17.8
2024-01-11T15:21:00.000Z,zone-b,pressure,1018
2024-01-11T16:07:00.000Z,zone-a,temperature,22.1
2024-01-11T17:16:00.000Z,zone-d,humidity,55.9
2024-01-11T19:09:00.000Z,zone-c,humidity,64.3
2024-01-11T21:18:00.000Z,zone-c,light,210.3
2024-01-11T21:36:00.000Z,zone-b,light,412.6
2024-01-11T22:16:00.000Z,zone-b,humidity,35.7
2024-01-12T05:15:00.000Z,zone-d,light,690.6
2024-01-12T05:24:00.000Z,zone-b,pressure,1007.1
2024-01-12T05:55:00.000Z,zone-c,pressure,992.2
2024-01-12T06:02:00.000Z,zone-a,pressure,1002.4
2024-01-12T08:34:00.000Z,zone-a,light,403
2024-01-12T08:37:00.000Z,zone-c,temperature,17.5
2024-01-12T09:26:00.000Z,zone-d,humidity,35.4
2024-01-12T12:30:00.000Z,zone-a,humidity,41.2
2024-01-12T14:10:00.000Z,zone-b,temperature,22.8
2024-01-12T15:48:00.000Z,zone-a,temperature,18
2024-01-12T16:09:00.000Z,zone-d,temperature,29.5
2024-01-12T18:27:00.000Z,zone-d,pressure,1000.9
2024-01-12T19:12:00.000Z,zone-b,humidity,61.8
2024-01-12T19:39:00.000Z,zone-d,temperature,30.3
2024-01-12T21:00:00.000Z,zone-b,light,464.8
2024-01-12T21:25:00.000Z,zone-a,humidity,74.6
2024-01-12T21:49:00.000Z,zone-a,pressure,1001.1
2024-01-13T01:43:00.000Z,zone-c,temperature,28.1
2024-01-13T03:12:00.000Z,zone-b,temperature,32.8
2024-01-13T04:07:00.000Z,zone-b,pressure,1003.5
2024-01-13T05:06:00.000Z,zone-c,light,598.4
2024-01-13T08:20:00.000Z,zone-d,light,761.5
2024-01-13T10:05:00.000Z,zone-d,pressure,1008.3
2024-01-13T10:23:00.000Z,zone-a,temperature,32.7
2024-01-13T13:21:00.000Z,zone-d,humidity,69.4
2024-01-13T16:05:00.000Z,zone-c,humidity,55.7
2024-01-13T17:53:00.000Z,zone-c,pressure,990.1
2024-01-13T18:00:00.000Z,zone-a,light,408.5
2024-01-13T19:20:00.000Z,zone-b,light,275.8
2024-01-13T23:34:00.000Z,zone-d,temperature,32.6
2024-01-13T23:48:00.000Z,zone-d,humidity,67.3
2024-01-14T00:14:00.000Z,zone-a,pressure,1007.3
2024-01-14T02:24:00.000Z,zone-c,humidity,66.7
2024-01-14T10:02:00.000Z,zone-b,humidity,66.7
2024-01-14T10:35:00.000Z,zone-b,temperature,31.5
2024-01-14T10:41:00.000Z,zone-a,temperature,24.3
2024-01-14T11:25:00.000Z,zone-b,pressure,1017.1
2024-01-14T11:32:00.000Z,zone-c,temperature,27.7
2024-01-14T11:36:00.000Z,zone-c,light,438.6
2024-01-14T13:24:00.000Z,zone-d,light,241.2
2024-01-14T14:26:00.000Z,zone-c,pressure,1017.2
2024-01-14T14:46:00.000Z,zone-d,pressure,1010.5
2024-01-14T15:07:00.000Z,zone-a,humidity,44.4
2024-01-14T16:28:00.000Z,zone-a,light,342.6
2024-01-15T01:17:00.000Z,zone-a,humidity,77.7
2024-01-15T01:23:00.000Z,zone-a,temperature,17.6
2024-01-15T03:24:00.000Z,zone-a,pressure,1004.2
2024-01-15T04:41:00.000Z,zone-d,light,759.8
2024-01-15T04:59:00.000Z,zone-d,humidity,49.2
2024-01-15T05:59:00.000Z,zone-b,light,336.1
2024-01-15T07:24:00.000Z,zone-b,temperature,29.4
2024-01-15T07:31:00.000Z,zone-c,humidity,35.4
2024-01-15T10:17:00.000Z,zone-a,light,695
2024-01-15T12:39:00.000Z,zone-b,pressure,1019.1
2024-01-15T13:12:00.000Z,zone-c,light,165.6
2024-01-15T13:31:00.000Z,zone-d,pressure,1011.5
2024-01-15T13:59:00.000Z,zone-c,pressure,1001.1
2024-01-15T14:36:00.000Z,zone-d,temperature,21.1
2024-01-15T18:06:00.000Z,zone-b,humidity,36.6
2024-01-15T18:06:00.000Z,zone-c,temperature,33.4
2024-01-15T19:09:00.000Z,zone-d,humidity,33.5
2024-01-15T19:49:00.000Z,zone-a,temperature,29.6
2024-01-15T19:52:00.000Z,zone-b,temperature,25.3
2024-01-16T00:32:00.000Z,zone-b,pressure,1013.5
2024-01-16T07:30:00.000Z,zone-c,humidity,34.1
2024-01-16T08:06:00.000Z,zone-d,pressure,997.6
2024-01-16T08:13:00.000Z,zone-c,light,319.6
2024-01-16T08:33:00.000Z,zone-d,temperature,29
2024-01-16T09:13:00.000Z,zone-a,humidity,54.6
2024-01-16T10:01:00.000Z,zone-a,pressure,1002.8
2024-01-16T14:35:00.000Z,zone-b,humidity,54
2024-01-16T14:45:00.000Z,zone-c,pressure,1004.4
2024-01-16T15:17:00.000Z,zone-a,light,208.6
2024-01-16T16:04:00.000Z,zone-d,light,540.5
2024-01-16T17:09:00.000Z,zone-b,light,854.5
2024-01-16T18:01:00.000Z,zone-c,temperature,20.6
2024-01-16T19:03:00.000Z,zone-c,humidity,62.3
2024-01-16T21:25:00.000Z,zone-c,pressure,1011.5
2024-01-16T23:10:00.000Z,zone-d,light,660.2
2024-01-16T23:57:00.000Z,zone-d,humidity,36.5
2024-01-17T00:06:00.000Z,zone-b,temperature,21.8
2024-01-17T00:35:00.000Z,zone-b,light,331
2024-01-17T00:37:00.000Z,zone-a,humidity,73.3
2024-01-17T02:59:00.000Z,zone-a,temperature,26.4
2024-01-17T03:34:00.000Z,zone-a,pressure,1006.7
2024-01-17T04:06:00.000Z,zone-d,temperature,23.9
2024-01-17T06:11:00.000Z,zone-d,pressure,1011.5
2024-01-17T06:30:00.000Z,zone-c,temperature,32.2
2024-01-17T09:17:00.000Z,zone-c,light,636.3
2024-01-17T10:44:00.000Z,zone-b,pressure,1003.5
2024-01-17T11:48:00.000Z,zone-a,light,626.4
2024-01-17T17:22:00.000Z,zone-b,humidity,64.2
2024-01-17T21:10:00.000Z,zone-a,temperature,20.1
2024-01-17T22:44:00.000Z,zone-b,light,291.8
2024-01-17T23:17:00.000Z,zone-b,humidity,32.3
2024-01-18T00:30:00.000Z,zone-d,humidity,54.6
2024-01-18T00:49:00.000Z,zone-b,pressure,1006.5
2024-01-18T00:54:00.000Z,zone-a,humidity,30.9
2024-01-18T06:43:00.000Z,zone-b,temperature,18.2
2024-01-18T08:52:00.000Z,zone-d,pressure,997
2024-01-18T09:37:00.000Z,zone-c,humidity,75.4
2024-01-18T12:53:00.000Z,zone-a,pressure,992.8
2024-01-18T13:48:00.000Z,zone-c,temperature,15.3
2024-01-18T14:05:00.000Z,zone-d,light,116.4
2024-01-18T14:39:00.000Z,zone-c,pressure,994.2
2024-01-18T15:21:00.000Z,zone-d,temperature,33.9
2024-01-18T17:32:00.000Z,zone-c,light,817.1
2024-01-18T18:28:00.000Z,zone-a,light,487.4
2024-01-18T18:53:00.000Z,zone-c,humidity,36.5
2024-01-18T19:21:00.000Z,zone-d,temperature,16.7
2024-01-18T20:43:00.000Z,zone-d,light,822.8
2024-01-18T20:45:00.000Z,zone-b,temperature,18.9
2024-01-18T20:49:00.000Z,zone-b,light,563.5
2024-01-19T02:05:00.000Z,zone-a,light,727.3
2024-01-19T02:13:00.000Z,zone-a,humidity,44.2
2024-01-19T03:10:00.000Z,zone-c,pressure,1008.9
2024-01-19T03:25:00.000Z,zone-b,humidity,79.1
2024-01-19T05:19:00.000Z,zone-c,temperature,15.3
2024-01-19T06:32:00.000Z,zone-a,temperature,28.2
2024-01-19T07:57:00.000Z,zone-d,humidity,37.2
2024-01-19T08:03:00.000Z,zone-a,pressure,997.9
2024-01-19T13:57:00.000Z,zone-c,light,475.3
2024-01-19T14:55:00.000Z,zone-d,pressure,1001.2
2024-01-19T16:07:00.000Z,zone-b,pressure,991.8
2024-01-19T19:05:00.000Z,zone-c,temperature,33.7
2024-01-19T22:15:00.000Z,zone-d,pressure,1015.3
2024-01-19T23:52:00.000Z,zone-a,pressure,990.8
2024-01-20T00:49:00.000Z,zone-d,light,375.9
2024-01-20T05:07:00.000Z,zone-a,temperature,18.6
2024-01-20T07:00:00.000Z,zone-a,light,747.6
2024-01-20T07:50:00.000Z,zone-d,temperature,19.9
2024-01-20T07:51:00.000Z,zone-a,humidity,35.9
2024-01-20T08:04:00.000Z,zone-b,pressure,995.3
2024-01-20T10:33:00.000Z,zone-c,pressure,999.6
2024-01-20T10:48:00.000Z,zone-c,light,537
2024-01-20T14:18:00.000Z,zone-c,humidity,79.8
2024-01-20T17:49:00.000Z,zone-b,light,172.6
2024-01-20T17:59:00.000Z,zone-b,temperature,25.6
2024-01-20T18:03:00.000Z,zone-d,humidity,61
2024-01-20T18:27:00.000Z,zone-b,humidity,79.7
2024-01-20T20:28:00.000Z,zone-a,pressure,1005
2024-01-20T21:06:00.000Z,zone-d,humidity,51.1
2024-01-20T22:49:00.000Z,zone-a,light,365.8
2024-01-20T23:16:00.000Z,zone-c,temperature,16.7
2024-01-21T00:07:00.000Z,zone-b,light,629.5
2024-01-21T00:55:00.000Z,zone-c,pressure,1015.3
2024-01-21T02:28:00.000Z,zone-a,humidity,73.6
2024-01-21T05:11:00.000Z,zone-d,pressure,1018.2
2024-01-21T05:20:00.000Z,zone-d,light,377.9
2024-01-21T06:27:00.000Z,zone-b,pressure,994
2024-01-21T07:49:00.000Z,zone-c,humidity,44.9
2024-01-21T08:15:00.000Z,zone-c,light,251.2
2024-01-21T08:59:00.000Z,zone-d,temperature,17.2
2024-01-21T11:38:00.000Z,zone-b,temperature,29.9
2024-01-21T14:24:00.000Z,zone-a,temperature,23.8
2024-01-21T15:37:00.000Z,zone-b,humidity,70.8
2024-01-21T19:30:00.000Z,zone-d,pressure,1010.6
2024-01-21T19:50:00.000Z,zone-d,light,357.8
2024-01-21T21:59:00.000Z,zone-a,temperature,22.8
2024-01-21T22:43:00.000Z,zone-d,temperature,19.6
2024-01-21T23:44:00.000Z,zone-b,light,563.5
2024-01-21T23:50:00.000Z,zone-c,temperature,20.2
2024-01-22T00:01:00.000Z,zone-c,light,634.9
2024-01-22T02:40:00.000Z,zone-d,humidity,35.5
2024-01-22T05:21:00.000Z,zone-b,temperature,15.6
2024-01-22T06:03:00.000Z,zone-a,pressure,994.1
2024-01-22T08:26:00.000Z,zone-b,pressure,995.6
2024-01-22T10:51:00.000Z,zone-a,light,411.4
2024-01-22T10:52:00.000Z,zone-c,humidity,43.8
2024-01-22T12:59:00.000Z,zone-a,humidity,75.2
2024-01-22T14:25:00.000Z,zone-b,humidity,79.4
2024-01-22T15:22:00.000Z,zone-c,pressure,1010
2024-01-22T18:39:00.000Z,zone-d,temperature,22.1
2024-01-22T19:30:00.000Z,zone-d,humidity,70
2024-01-22T19:36:00.000Z,zone-d,light,209.3
2024-01-22T21:20:00.000Z,zone-c,light,263.9
2024-01-22T21:34:00.000Z,zone-b,temperature,26.5
2024-01-23T00:54:00.000Z,zone-c,pressure,1001
2024-01-23T05:19:00.000Z,zone-d,pressure,991
2024-01-23T07:16:00.000Z,zone-c,temperature,34.2
2024-01-23T07:29:00.000Z,zone-a,temperature,34.1
2024-01-23T08:06:00.000Z,zone-a,light,490.1
2024-01-23T12:04:00.000Z,zone-b,light,467.7
2024-01-23T12:52:00.000Z,zone-a,humidity,48
2024-01-23T12:52:00.000Z,zone-c,humidity,35
2024-01-23T14:15:00.000Z,zone-b,pressure,1009.3
2024-01-23T15:59:00.000Z,zone-a,pressure,1019.5
2024-01-23T17:14:00.000Z,zone-b,humidity,71.3
2024-01-23T20:22:00.000Z,zone-a,humidity,60.4
2024-01-23T21:33:00.000Z,zone-c,humidity,73.6
2024-01-23T22:21:00.000Z,zone-b,temperature,25
2024-01-23T22:45:00.000Z,zone-d,temperature,21.4
2024-01-24T00:12:00.000Z,zone-a,temperature,22.4
2024-01-24T07:30:00.000Z,zone-a,pressure,1016.2
2024-01-24T07:54:00.000Z,zone-d,light,361.1
2024-01-24T08:19:00.000Z,zone-d,humidity,36.6
2024-01-24T09:39:00.000Z,zone-b,light,817
2024-01-24T10:21:00.000Z,zone-b,humidity,65
2024-01-24T12:33:00.000Z,zone-c,light,147
2024-01-24T13:32:00.000Z,zone-c,temperature,20.2
2024-01-24T14:43:00.000Z,zone-a,light,302.6
2024-01-24T15:12:00.000Z,zone-b,pressure,1012.6
2024-01-24T15:33:00.000Z,zone-d,pressure,1003.4
2024-01-24T16:00:00.000Z,zone-c,pressure,997.8
2024-01-24T19:24:00.000Z,zone-c,humidity,71.6
2024-01-25T02:08:00.000Z,zone-c,temperature,32.7
2024-01-25T02:33:00.000Z,zone-b,humidity,44.9
2024-01-25T03:03:00.000Z,zone-d,light,221.6
2024-01-25T05:03:00.000Z,zone-c,light,190.7
2024-01-25T07:45:00.000Z,zone-c,pressure,1004
2024-01-25T09:55:00.000Z,zone-d,humidity,76
2024-01-25T09:56:00.000Z,zone-d,temperature,19
2024-01-25T12:08:00.000Z,zone-a,light,402.8
2024-01-25T12:23:00.000Z,zone-d,pressure,1006.3
2024-01-25T12:34:00.000Z,zone-b,pressure,1010.9
2024-01-25T12:47:00.000Z,zone-a,temperature,24.8
2024-01-25T12:55:00.000Z,zone-a,humidity,64.5
2024-01-25T14:41:00.000Z,zone-b,temperature,17.3
2024-01-25T15:14:00.000Z,zone-b,light,301.2
2024-01-25T16:24:00.000Z,zone-a,pressure,1018.1
2024-01-25T20:55:00.000Z,zone-b,humidity,37.8
2024-01-25T21:42:00.000Z,zone-a,humidity,39.2
2024-01-25T21:50:00.000Z,zone-a,light,811.7
2024-01-25T22:25:00.000Z,zone-b,temperature,34.2
2024-01-25T23:20:00.000Z,zone-d,light,764.7
2024-01-26T02:17:00.000Z,zone-a,pressure,996.5
2024-01-26T02:44:00.000Z,zone-b,pressure,1002.5
2024-01-26T03:08:00.000Z,zone-b,light,358.1
2024-01-26T04:22:00.000Z,zone-c,temperature,29.2
2024-01-26T06:03:00.000Z,zone-c,humidity,54.3
2024-01-26T06:04:00.000Z,zone-d,temperature,15.3
2024-01-26T07:06:00.000Z,zone-c,pressure,1009.4
2024-01-26T07:40:00.000Z,zone-d,humidity,68.4
2024-01-26T13:43:00.000Z,zone-a,temperature,15.1
2024-01-26T15:46:00.000Z,zone-c,light,593.4
2024-01-26T17:43:00.000Z,zone-d,pressure,992.9
2024-01-26T21:07:00.000Z,zone-b,humidity,52.2
2024-01-26T22:15:00.000Z,zone-c,pressure,1002
2024-01-26T23:42:00.000Z,zone-c,light,181.4
2024-01-27T03:42:00.000Z,zone-d,pressure,1006.3
2024-01-27T03:46:00.000Z,zone-c,temperature,15.3
2024-01-27T06:03:00.000Z,zone-d,humidity,55.3
2024-01-27T09:25:00.000Z,zone-a,humidity,72.1
2024-01-27T10:24:00.000Z,zone-d,light,795.7
2024-01-27T12:44:00.000Z,zone-a,temperature,27.7
2024-01-27T13:19:00.000Z,zone-d,temperature,29.1
2024-01-27T14:35:00.000Z,zone-c,humidity,42.8
2024-01-27T14:52:00.000Z,zone-a,pressure,997.5
2024-01-27T14:53:00.000Z,zone-b,temperature,17.3
2024-01-27T15:45:00.000Z,zone-b,light,862.9
2024-01-27T16:31:00.000Z,zone-b,pressure,1019.7
2024-01-27T16:46:00.000Z,zone-a,light,302.1
2024-01-27T20:06:00.000Z,zone-d,pressure,1011.7
2024-01-27T20:46:00.000Z,zone-d,light,380.9
2024-01-27T21:55:00.000Z,zone-b,humidity,41.1
2024-01-27T22:35:00.000Z,zone-d,humidity,54.1
2024-01-28T04:13:00.000Z,zone-c,light,724.8
2024-01-28T06:23:00.000Z,zone-c,pressure,1014.1
2024-01-28T06:37:00.000Z,zone-a,light,139.7
2024-01-28T07:51:00.000Z,zone-a,pressure,998.3
2024-01-28T07:54:00.000Z,zone-b,light,898.3
2024-01-28T08:43:00.000Z,zone-d,temperature,30.5
2024-01-28T09:35:00.000Z,zone-c,temperature,18.8
2024-01-28T09:59:00.000Z,zone-b,pressure,1011.8
2024-01-28T10:21:00.000Z,zone-c,humidity,67.8
2024-01-28T12:54:00.000Z,zone-a,humidity,74.6
2024-01-28T13:02:00.000Z,zone-b,temperature,31.6
2024-01-28T13:19:00.000Z,zone-a,temperature,25.5
2024-01-29T00:12:00.000Z,zone-d,light,800.5
2024-01-29T01:38:00.000Z,zone-a,humidity,63.3
2024-01-29T01:51:00.000Z,zone-c,pressure,990.4
2024-01-29T03:15:00.000Z,zone-b,humidity,69.8
2024-01-29T05:33:00.000Z,zone-b,temperature,33.8
2024-01-29T08:16:00.000Z,zone-c,light,761.7
2024-01-29T08:40:00.000Z,zone-b,pressure,990.3
2024-01-29T10:33:00.000Z,zone-c,humidity,65.6
2024-01-29T12:52:00.000Z,zone-c,temperature,26.8
2024-01-29T14:46:00.000Z,zone-a,pressure,1016.2
2024-01-29T14:49:00.000Z,zone-a,temperature,23.2
2024-01-29T15:00:00.000Z,zone-b,light,688.6
2024-01-29T15:38:00.000Z,zone-a,light,796.8
2024-01-29T15:47:00.000Z,zone-d,pressure,1010.3
2024-01-29T16:11:00.000Z,zone-d,humidity,30.5
2024-01-29T18:04:00.000Z,zone-d,temperature,18.7
2024-01-29T20:56:00.000Z,zone-a,pressure,1010.3
2024-01-29T21:25:00.000Z,zone-b,humidity,57.2
2024-01-29T22:54:00.000Z,zone-c,temperature,23.9
2024-01-29T22:59:00.000Z,zone-a,humidity,60
2024-01-29T23:03:00.000Z,zone-b,temperature,17.8
2024-01-30T06:28:00.000Z,zone-c,light,625.5
2024-01-30T08:54:00.000Z,zone-d,humidity,56.2
2024-01-30T12:00:00.000Z,zone-a,light,871.5
2024-01-30T12:24:00.000Z,zone-b,light,321
2024-01-30T12:34:00.000Z,zone-c,humidity,43.7
